id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20194079,Luxury condo available for eclipse!,143799403,Cole,,Ward 4,44.86933987046975,-123.01913632233025,Entire home/apt,675,2,0,,,1,364
20194623,Debbie's House,143806295,Casey,,Ward 4,44.87630929338402,-123.0334967084627,Private room,500,1,0,,,1,89
20210811,"Spend the Holidays-3 bed, 2 bath home in the woods",142095898,Kevin,,Ward 7,44.901596146138,-123.07196426834066,Entire home/apt,150,2,15,2018-12-29,0.83,4,341
20214612,Capitol City Eclipse Stay,42953691,Kimberly,,Ward 6,44.946227175254,-123.00098947602663,Entire home/apt,350,2,0,,,1,88
20229644,Aberdeen,144140481,Todd,,Ward 7,44.90010065563402,-123.11082672028999,Entire home/apt,1000,3,0,,,1,365
20230614,A weekend in wine country,144145486,Natasha,,Ward 8,44.977123058947534,-123.08421629461304,Entire home/apt,1500,2,0,,,1,363
20232827,Homebydesign4u,144041038,Ligali,,Ward 3,44.898080743570645,-123.04873763023043,Entire home/apt,115,2,44,2019-01-27,2.79,1,128
20247113,West Salem Hills,34578008,Sam & Michelle,,Ward 8,44.942668609946516,-123.07597217089291,Private room,85,1,3,2018-08-24,0.17,1,170
20267376,Total Eclipse of the House,143040252,Beau,,Ward 5,44.972498425106714,-123.03397374161173,Entire home/apt,900,1,1,2017-08-21,0.06,1,88
20328332,Comfortable Room for Eclipse,144874203,Breeze,,Ward 5,44.96355347861902,-122.99413006040906,Private room,500,1,1,2017-08-21,0.06,1,365
20329749,Four Bedroom House - Perfect for the Eclipse!,142733277,Aaron,,Ward 2,44.93119022632264,-123.0176015797794,Private room,1500,1,0,,,1,365
20329857,COZY PRIVATE SOLAR ECLIPSE DESTINATION - AUG 18-22,144680856,Patricia,,Ward 2,44.9204477303531,-123.0318984896529,Entire home/apt,1000,2,0,,,1,365
20329904,Immaculate and Quiet Home Centrally Located,145045803,Sheli,,Ward 3,44.89734326299937,-123.03079585904257,Entire home/apt,400,3,11,2018-11-24,1.23,1,170
20331782,West Salem Comfort Home,145062780,Jonathan,,Ward 8,44.97644054954668,-123.07237289283125,Private room,550,2,0,,,1,89
20332534,Wine country home nestled in the West Salem hills.,78623911,Jennifer,,Ward 8,44.951017598792085,-123.07861577407515,Entire home/apt,130,2,2,2019-01-20,2,1,174
20332895,West Salem House in the Hills,28103304,Daniel,,Ward 8,44.9436085125431,-123.07008710008135,Entire home/apt,200,2,17,2018-12-02,2.11,1,127
20359176,"Private, Comfortable Home in West Salem",145218392,Joshua,,Ward 1,44.94084653782104,-123.06482983463499,Entire home/apt,95,1,22,2018-12-01,1.29,1,89
20395058,Comfortable Condo in Downtown Salem,45305429,David,,Ward 1,44.94649709159826,-123.03005085312809,Private room,400,1,0,,,1,89
20396656,2 Rooms for Eclipse Viewers,60610056,Jesse,,Ward 7,44.90409886459984,-123.07801152694837,Private room,1000,1,1,2017-08-21,0.06,1,89
20419695,Nob Hill Guest House,23015621,Michelle,,Ward 2,44.920294938128805,-123.04129385126713,Entire home/apt,80,2,22,2018-11-09,1.30,1,55
20420452,Epic Eclipse Experience-DRY CAMPING RV SITES,121934609,Colleen,,Ward 3,44.8973029818841,-123.04685171740391,Shared room,300,2,0,,,1,365
20433900,Sassy Sunflower Haus - *Guest Room*,50478520,Sunny,,Ward 1,44.942937208316785,-123.01780800220236,Private room,50,1,90,2019-01-24,5.06,1,47
20442080,"$1000/room, Premium Home for Eclipse Viewing",145860318,Kevin,,Ward 8,44.940651850872726,-123.08993032395931,Private room,3000,1,0,,,1,365
20455186,Golf course community 3 bedroom 2 bath - eclipse.,146014773,Tim,,Ward 4,44.86774908819213,-123.03947253525307,Entire home/apt,800,1,1,2017-08-21,0.06,1,89
20455778,Modern/contemporary cozy home for Eclipse viewing,2498122,Jenny,,Ward 4,44.88084305233889,-123.00499575940454,Private room,400,1,0,,,1,364
20460811,"West Salem, Oregon, Solar Eclipse night!",146070199,Benjamin,,Ward 1,44.94345257959988,-123.0644351130322,Private room,2400,1,0,,,1,364
20460965,Excellent Eclipse Viewing,325190,Mitch,,Ward 8,44.95719132095421,-123.08696682231722,Private room,400,1,0,,,1,89
20461270,River View in Downtown Salem!,62425570,Jesse,,Ward 1,44.958797959959725,-123.03504201519996,Entire home/apt,800,4,0,,,1,89
20463851,Downtown Studio w/ Rooftop Patio *ECLIPSE VIEW*,97475069,Alex,,Ward 1,44.94062771099845,-123.03728829123622,Entire home/apt,1200,1,0,,,1,88
20480270,"Holiday in the woods - Queen bed, shared bathroom",142095898,Kevin,,Ward 7,44.90051775255813,-123.07202093204806,Private room,50,2,10,2019-01-07,0.56,4,65
20482981,Solar Eclipse House in South Salem,146227211,Vitaly,,Ward 4,44.866670284493914,-123.05937459252216,Entire home/apt,1600,1,0,,,1,89
20523826,house for eclipse viewing,118744738,Katrina,,Ward 1,44.94779639144583,-123.0201196388864,Entire home/apt,600,1,1,2017-08-21,0.06,1,89
20537027,Eclipse viewing,62669634,Lynne,,Ward 7,44.871903646369084,-123.07636979975419,Private room,175,2,0,,,2,365
20538499,Great Eclipse Viewing Home Bedroom Bathroom L Room,27862305,Andrew,,Ward 4,44.87059392923738,-123.02846624687338,Private room,400,1,1,2017-08-21,0.06,1,89
